adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,runtime,budget,revenue,status,tagline,director
False,/kJsPVzdyBrYHLomuNv5SJDXUQ2f.jpg,"28,12,878",76600,Avatar: The Way of Water,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",24.4258,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,False,False,7.595,14190,192,460000000,2334484620,Released,Return to Pandora.,James Cameron
False,/3ffPx9jqg0yj9y1KWeagT7D20CB.jpg,"28,12,16,35,10751,14",1011985,Kung Fu Panda 4,en,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",24.4039,/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,2024-03-02,False,False,7.002,3530,94,80000000,548040835,Released,The “Dragon” returns.,Mike Mitchell
False,/kIBK5SKwgqIIuRKhhWrJn3XkbPq.jpg,"28,12,878",99861,Avengers: Age of Ultron,en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",24.2849,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,2015-04-22,False,False,7.274,24484,141,235000000,1405403694,Released,A new age has come.,Joss Whedon
False,/yB70SrspWic4RM8yi1w27FDSvIN.jpg,"18,27,53",472269,Possum,en,Possum,A disgraced children's puppeteer returns to his childhood home and is forced to confront his wicked stepfather and the secrets that have tortured him his entire life.,24.2475,/5QOFKSpE7KacBriU95fxG6hmmvr.jpg,2018-10-26,False,False,6.13,327,85,0,0,Released,Can you spy him deep within? Little possum. Black as sin.,Matthew Holness
False,/swxhEJsAWms6X1fDZ4HdbvYBSf9.jpg,"12,35,27",1234731,Anaconda,en,Anaconda,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",24.1531,/hBxN6dwrANN1ic3a4G9x6JZcR3C.jpg,2025-12-24,False,False,5.89,1216,100,45000000,135148320,Released,A comedy so big it'll leave you breathless.,Tom Gormican
False,/lplhIdFpgi0KQJszI9pRgnj1feO.jpg,"27,14",1551003,R.L. Stine's Pumpkinhead,en,R.L. Stine's Pumpkinhead,"When his brother disappears and everyone forgets he existed, Sam must unravel the mystery before Finn is gone forever.",24.0123,/gRJFFA9lK9pLikEIMcetgkmOGTj.jpg,2025-10-17,False,False,7.036,28,91,0,0,Released,,Jem Garrard
False,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,"10751,14,35,12",950387,A Minecraft Movie,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",24.0031,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,2025-03-31,False,False,6.257,3028,101,150000000,960387780,Released,Be there and be square.,Jared Hess
False,/bOy625BjpCskOWnx3tD09MsKVCb.jpg,"35,14",1368881,Ladies First,en,Ladies First,"An arrogant but charismatic ladies' man finds his life of money, power and casual flings upended when he wakes up in a parallel world dominated by women.",23.9862,/kjR56Yv17pbjTVBTMjqepvcus4f.jpg,2026-05-21,False,False,6.008,325,94,0,0,Released,,Thea Sharrock
False,/w4bTBXcqXc2TUyS5Fc4h67uWbPn.jpg,18,389,12 Angry Men,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",23.9117,/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg,1957-04-10,False,False,8.6,10039,97,397751,4360000,Released,It explodes like 12 sticks of dynamite!,Sidney Lumet
False,/7FRraud59N3s10bbf9bfYjvwx3v.jpg,"53,9648",402,Basic Instinct,en,Basic Instinct,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",23.8728,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,1992-03-20,False,False,6.9,4385,128,49000000,352927224,Released,A brutal murder. A brilliant killer. A cop who can't resist the danger.,Paul Verhoeven
False,/hhwV9pMSWTPT7BoolkwD8AlGWDO.jpg,"80,18",143449,Lusty Sisters,ja,色情姉妹,"Three sisters live alienated existences in modern day Tokyo. One works as a secretary, one is a prostitute, and one is a criminal. The secretary is cynically unhappy with the sexist business world which limits her opportunities for advancement and makes her a target for her lecherous boss. The prostitute lives an aimless life, drifting between men, and often the target of either police or jealous wives. The criminal, who lives by disrupting the society which oppresses her two sisters, is the only happy one of the three.",23.8604,/vIp0vxDOKE40ljMOtyrCAVDGvdw.jpg,1972-11-29,False,False,4.8,5,70,0,0,Released,,Chūsei Sone
False,/AeDzjt00Hfh9CuW7TIUdYBJmWYM.jpg,"14,10751,28,12",1087192,How to Train Your Dragon,en,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",23.8561,/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg,2025-06-06,False,False,7.927,2866,125,150000000,636351148,Released,The legend is real.,Dean DeBlois
False,/mHm73HhpvGWfRkXNErcwc15Czrv.jpg,"80,18,53",1628367,Kartavya,hi,कर्त्तव्य,"With his family's safety at stake and menacing threats closing in, a police officer must decide how far he'll go to uphold his duty.",23.7897,/2I689w0K02r5oXawo08W8yNYIzx.jpg,2026-05-15,False,False,6.5,19,109,0,0,Released,,Pulkit
False,/uRNgkJSkNBFbbn9fPsEjDIy8Sh3.jpg,"12,14,28",22,Pirates of the Caribbean: The Curse of the Black Pearl,en,Pirates of the Caribbean: The Curse of the Black Pearl,"When wily pirate Captain Barbossa seizes Jack Sparrow’s beloved ship, the Black Pearl, and kidnaps the governor’s daughter, Elizabeth Swann, blacksmith Will Turner reluctantly teams up with the unpredictable pirate Jack to rescue her—only to uncover a terrifying curse that turns Barbossa’s crew into the undead.",23.7838,/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg,2003-07-09,False,False,7.826,22287,143,140000000,655011224,Released,Prepare to be blown out of the water.,Gore Verbinski
False,/nYs4ZwnJBK4AgljhvzwNz7fpr3E.jpg,"16,10751,878",10681,WALL·E,en,WALL·E,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",23.5895,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-26,False,False,8.1,20335,98,180000000,521311860,Released,"After 700 years of doing what he was built for, he'll discover what he was meant for.",Andrew Stanton
False,/vSQSYd2zZTqc0zmHImwWEGGluMI.jpg,"10749,18",1316092,"""Wuthering Heights""",en,"""Wuthering Heights""","Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",23.5102,/3YBce6dTh1D5oCMITXk2S5QhPt.jpg,2026-02-11,False,False,6.675,1099,136,80000000,241601072,Released,Come undone.,Emerald Fennell
False,/wxijmbo9Oy5L9M9e4K1QhXVBRgm.jpg,"12,27,28,36",6312,Brotherhood of the Wolf,fr,Le Pacte des loups,"In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",23.392,/Ahd4F7azhjsxgXYjVyFmVzJu9LB.jpg,2001-01-31,False,False,6.742,1733,151,29000000,70800000,Released,The year is 1766... The hunt for a killer has begun.,Christophe Gans
False,/2Lu1jb8kv93ciXYhmUlsj0E2RK1.jpg,"35,10751,18",1653208,The Great Grand Superhero,hi,The Great Grand Superhero,,23.3833,/6CYmHknTN2UGGhqQUZh4tqQ6fEr.jpg,2026-05-29,False,False,0.0,0,112,0,0,Released,Aliens Ka Aagman,Manish Saini
False,/drRxbu2OHG0DEENptZ8wI5f0uEU.jpg,"878,28,35",1119449,"Good Luck, Have Fun, Don't Die",en,"Good Luck, Have Fun, Don't Die",A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,23.38,/rWcfOdY7TU6lTdazWj0ebDZnAfO.jpg,2026-02-13,False,False,6.874,534,134,20000000,9755038,Released,Time is running out. Are you ready to join the revolution?,Gore Verbinski
False,/aI78JFBTG8M44HtytLdM73M5yRo.jpg,18,1380126,Pin/Ya,tl,Pin/Ya,"A strong childhood bond between two girls grows into something more. Learning to play with fire as they explore their bodies, Pin and Aya soon learn that their feelings for each other are beyond friendship. With their friendship at stake, will they take a chance at love?",23.2786,/jGKreGg9s4ruL25UFt7budrGJfy.jpg,2024-12-06,False,False,5.7,9,60,0,0,Released,,Omar Deroca
False,/fTrQsdMS2MUw00RnzH0r3JWHhts.jpg,"28,80,53",1197306,A Working Man,en,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",23.2769,/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg,2025-03-26,False,False,6.694,1942,116,40000000,89400711,Released,Human traffickers beware.,David Ayer
False,/cK070s3Qdn1Ib7Gq8RgIyJKgvu3.jpg,"18,35",77338,The Intouchables,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,23.232,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011-11-02,False,False,8.3,18461,113,13000000,426590315,Released,Sometimes you have to reach into someone else's world to find out what's missing in your own.,Éric Toledano
False,/w4bTBXcqXc2TUyS5Fc4h67uWbPn.jpg,18,389,12 Angry Men,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",23.9117,/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg,1957-04-10,False,False,8.562,10039,97,397751,4360000,Released,It explodes like 12 sticks of dynamite!,Sidney Lumet
False,/nYs4ZwnJBK4AgljhvzwNz7fpr3E.jpg,"16,10751,878",10681,WALL·E,en,WALL·E,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",23.5895,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-26,False,False,8.1,20335,98,180000000,521311860,Released,"After 700 years of doing what he was built for, he'll discover what he was meant for.",Andrew Stanton
False,/vadUKKQixxOKWkcuZ1SUEoBQeVG.jpg,18,10867,Malena,it,Malèna,"12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her.",22.585,/3OyQTl0IGkbnjDxd3MhztfPE34g.jpg,2000-10-27,False,False,7.499,2665,108,0,14493284,Released,"Too young to be a widow, too beautiful to be alone.",Giuseppe Tornatore
False,/nv5wwZou159v5OC61i4ElR7OqyY.jpg,"14,16,12",4935,Howl's Moving Castle,ja,ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",26.1783,/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg,2004-09-09,False,False,8.387,11118,119,24000000,236049757,Released,The two lived there.,Hayao Miyazaki
False,/5RkZOvu9FC0A8NypE2BL7oKNOTU.jpg,"28,53",1065834,Kattalan,ml,കാട്ടാളൻ,"Power-hungry forces clash in the Ivory cartel war-a fierce story of control, vengeance, and survival where compassion vanishes and only the ruthless endure.",16.8638,/9OA6y2GdbXuJ5PAMMMawNBIkrZA.jpg,2026-05-14,False,False,7.1,5,119,0,0,Released,THE HUNTER,Paul George
False,/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg,"12,14,28",58,Pirates of the Caribbean: Dead Man's Chest,en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow’s got a blood debt to pay: he owes his soul to the legendary Davy Jones, ghastly Ruler of the Ocean Depths. To escape eternal servitude aboard the Flying Dutchman, ever-crafty Jack must track down the still-beating heart of Jones. But he won’t do it alone: Will Turner and Elizabeth Swann are drawn back into another one of his perilous quests—assuming they can evade execution for aiding a pirate.",23.0389,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,2006-07-06,False,False,7.381,17204,151,200000000,1066179747,Released,Captain Jack is back!,Gore Verbinski
False,/qVgZu5BTx6pu4owCvVOm4zjTfOi.jpg,"878,12",438631,Dune,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",24.7583,/gDzOcq0pfeCeqMBwKIJlSmQpjkZ.jpg,2021-09-15,False,False,7.78,14958,155,165000000,410668500,Released,It begins.,Denis Villeneuve
False,/mVr0UiqyltcfqxbAUcLl9zWL8ah.jpg,"878,18",335984,Blade Runner 2049,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",21.4384,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,2017-10-04,False,False,7.595,15186,164,150000000,259239658,Released,The key to the future is finally unearthed.,Denis Villeneuve
False,/wJ20rOZ1VgkCqv1jeOQB2Brny9k.jpg,"27,9648",1078605,Weapons,en,Weapons,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",21.9251,/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,2025-08-04,False,False,7.3,3477,128,38000000,269972492,Released,"Last night at 2:17 AM, every child from Mrs. Gandy's class woke up, got out of bed, went downstairs, opened the front door, walked into the dark ...and they never came back.",Zach Cregger
